,Términos,enfado.4,ansiedad,tristeza.4,positiva,negativa
1032,sensacional,0.0,0.0,0.0,0.0,0.0
1033,ternura,0.0,0.0,0.0,1.0,0.0
1034,sensibilidad,0.0,0.0,0.0,1.0,0.0
1035,sensualidad,0.0,0.0,0.0,0.0,0.0
1036,sentido,0.0,0.0,0.0,0.0,0.0
1037,serenidad,0.0,0.0,0.0,1.0,0.0
1038,serena,0.0,0.0,0.0,1.0,0.0
1039,serenas,0.0,0.0,0.0,1.0,0.0
1040,sexo,0.0,0.0,0.0,0.0,0.0
1041,sereno,0.0,0.0,0.0,1.0,0.0
1042,serenos,0.0,0.0,0.0,1.0,0.0
1043,sí,0.0,0.0,0.0,0.0,0.0
1044,siniestro,1.0,0.0,0.0,0.0,1.0
1045,sinvergüenza,0.0,0.0,0.0,0.0,1.0
1046,apuro,0.0,1.0,0.0,0.0,1.0
1047,situación,0.0,0.0,0.0,0.0,0.0
1048,excepcional,0.0,0.0,0.0,0.0,0.0
1049,sobresaliente,0.0,0.0,0.0,0.0,0.0
1050,sobresalir,0.0,0.0,0.0,0.0,0.0
1051,siniestra,1.0,0.0,0.0,0.0,1.0
1052,siniestras,1.0,0.0,0.0,0.0,1.0
1053,siniestros,1.0,0.0,0.0,0.0,1.0
1054,sofocado,0.0,0.0,0.0,0.0,0.0
1055,sofocante,0.0,0.0,0.0,0.0,0.0
1056,sofocada,0.0,0.0,0.0,0.0,0.0
1057,sofocadas,0.0,0.0,0.0,0.0,0.0
1058,sofocados,0.0,0.0,0.0,0.0,0.0
1059,sonriente,0.0,0.0,0.0,1.0,0.0
1060,solo,0.0,0.0,0.0,0.0,1.0
1061,sonrisa,0.0,0.0,0.0,1.0,0.0
1062,sonriendo,0.0,0.0,0.0,1.0,0.0
1063,sonrió,0.0,0.0,0.0,1.0,0.0
1064,sonrisas,0.0,0.0,0.0,1.0,0.0
1065,sorpresa,0.0,0.0,0.0,1.0,0.0
1066,sospechar,0.0,0.0,0.0,0.0,0.0
1067,sorpresas,0.0,0.0,0.0,1.0,0.0
1068,sublime,0.0,0.0,0.0,1.0,0.0
1069,sueño,0.0,0.0,0.0,0.0,0.0
1070,sueños,0.0,0.0,0.0,0.0,0.0
1071,suertuda,0.0,0.0,0.0,0.0,0.0
1072,sufrimiento,0.0,0.0,0.0,0.0,1.0
1073,suertudas,0.0,0.0,0.0,0.0,0.0
1074,suertudo,0.0,0.0,0.0,0.0,0.0
1075,suertudos,0.0,0.0,0.0,0.0,0.0
1076,susto,0.0,0.0,1.0,0.0,1.0
1077,sustos,0.0,0.0,1.0,0.0,1.0
1078,tarada,1.0,0.0,0.0,0.0,1.0
1079,taradas,1.0,0.0,0.0,0.0,1.0
1080,tarado,1.0,0.0,0.0,0.0,1.0
1081,tarados,1.0,0.0,0.0,0.0,1.0
1082,temeraria,0.0,0.0,1.0,0.0,1.0
1083,temerarias,0.0,0.0,1.0,0.0,1.0
1084,temerario,0.0,0.0,1.0,0.0,1.0
1085,temerarios,0.0,0.0,1.0,0.0,1.0
1086,temerosa,0.0,0.0,1.0,0.0,1.0
1087,temeroso,0.0,0.0,1.0,0.0,1.0
1088,temerosamente,0.0,0.0,1.0,0.0,1.0
1089,temerosas,0.0,0.0,1.0,0.0,1.0
1090,temerosos,0.0,0.0,1.0,0.0,1.0
1091,tensión,0.0,0.0,1.0,0.0,1.0
1092,tensa,0.0,0.0,1.0,0.0,1.0
1093,tenso,0.0,0.0,1.0,0.0,1.0
1094,tensas,0.0,0.0,1.0,0.0,1.0
1095,tensionado,0.0,0.0,1.0,0.0,1.0
1096,tensos,0.0,0.0,1.0,0.0,1.0
1097,terco,0.0,1.0,0.0,0.0,1.0
1098,terminación,0.0,0.0,0.0,0.0,0.0
1099,terriblemente,0.0,0.0,1.0,0.0,1.0
1100,terror,1.0,1.0,0.0,0.0,1.0
1101,terca,1.0,0.0,0.0,0.0,1.0
1102,tercas,1.0,0.0,0.0,0.0,1.0
1103,tercos,0.0,1.0,0.0,0.0,1.0
1104,terrorífica,1.0,1.0,0.0,0.0,1.0
1105,terroríficas,1.0,1.0,0.0,0.0,1.0
1106,tesoro,0.0,0.0,0.0,1.0,0.0
1107,terrorífico,1.0,1.0,0.0,0.0,1.0
1108,terrorríficos,1.0,1.0,0.0,0.0,1.0
1109,tesoros,0.0,0.0,0.0,1.0,0.0
1110,tirón,0.0,0.0,0.0,0.0,0.0
1111,tonto,1.0,0.0,0.0,0.0,1.0
1112,tormento,0.0,0.0,1.0,0.0,1.0
1113,tornado,0.0,0.0,0.0,0.0,0.0
1114,tonta,1.0,0.0,0.0,0.0,1.0
1115,tontas,1.0,0.0,0.0,0.0,1.0
1116,tontos,1.0,0.0,0.0,0.0,1.0
1117,tortura,1.0,0.0,0.0,0.0,1.0
1118,tragedia,0.0,0.0,1.0,0.0,1.0
1119,tragedias,0.0,0.0,1.0,0.0,1.0
1120,trágica,0.0,0.0,1.0,0.0,1.0
1121,trágicas,0.0,0.0,1.0,0.0,1.0
1122,trágico,0.0,0.0,1.0,0.0,1.0
1123,trágicos,0.0,0.0,1.0,0.0,1.0
1124,tranquilidad,0.0,0.0,0.0,1.0,0.0
1125,tratar,0.0,0.0,0.0,0.0,0.0
1126,estruendoso,0.0,0.0,0.0,0.0,0.0
1127,triunfo,0.0,0.0,0.0,1.0,0.0
1128,úlceras,0.0,0.0,0.0,0.0,0.0
1129,úlcera,0.0,0.0,0.0,0.0,0.0
1130,urnas,0.0,0.0,0.0,0.0,0.0
1131,urna,0.0,0.0,0.0,0.0,0.0
1132,vacaciones,0.0,0.0,0.0,0.0,0.0
1133,veracidad,0.0,0.0,0.0,1.0,0.0
1134,verano,0.0,0.0,0.0,0.0,0.0
1135,vergonzoso,1.0,1.0,0.0,0.0,1.0
1136,vértigo,0.0,0.0,0.0,0.0,0.0
1137,vicioso,1.0,0.0,0.0,0.0,1.0
1138,victoria,0.0,0.0,0.0,0.0,0.0
1139,victoriosa,0.0,0.0,0.0,1.0,0.0
1140,victoriosas,0.0,0.0,0.0,1.0,0.0
1141,victoriosos,0.0,0.0,0.0,1.0,0.0
1142,victorioso,0.0,0.0,0.0,1.0,0.0
1143,vida,0.0,0.0,0.0,0.0,0.0
1144,vil,1.0,0.0,0.0,0.0,1.0
1145,violentamente,1.0,0.0,0.0,0.0,1.0
1146,violenta,1.0,0.0,0.0,0.0,1.0
1147,violentas,1.0,0.0,0.0,0.0,1.0
1148,violentos,1.0,0.0,0.0,0.0,1.0
1149,violento,1.0,0.0,0.0,0.0,1.0
1150,visionaria,0.0,0.0,0.0,0.0,0.0
1151,visionarias,0.0,0.0,0.0,0.0,0.0
1152,visionarios,0.0,0.0,0.0,0.0,0.0
1153,visionario,0.0,0.0,0.0,0.0,0.0
1154,vitalidad,0.0,0.0,0.0,1.0,0.0
1155,viva,0.0,0.0,0.0,1.0,0.0
1156,vivaz,0.0,0.0,0.0,1.0,0.0
1157,vívida,0.0,0.0,0.0,1.0,0.0
1158,vívido,0.0,0.0,0.0,1.0,0.0
1159,vulnerabilidad,0.0,1.0,0.0,0.0,1.0
1160,zen,0.0,0.0,0.0,0.0,0.0
